"","STREET_ID","left_begin","left_end","right_begin","right_end","STREET","longitude","latitude","scaled_Count_Less1"
"3822",12578641,1901,1999,1900,1998,"EUCLID AVE",-76.1034772577865,43.0358974957893,1.28571428571429
"3823",12572932,401,431,400,430,"GRANT AVE",-76.1769596932885,43.0318069438061,2.76923076923077
"3824",12572933,101,119,100,132,"DUANE ST",-76.1784556093837,43.0327204603454,2.67032967032967
"3825",12573601,701,799,700,798,"NIAGARA ST",-76.1603902753616,43.0424384642626,6.23076923076923
"3826",12572154,101,199,100,198,"KIRKWOOD PL",-76.1530664729529,43.0251539630066,3.16483516483516
"3827",12573610,401,499,400,498,"GIFFORD ST",-76.1604684795039,43.043342172891,6.23076923076923
"3828",12573585,301,309,300,308,"ONTARIO ST",-76.1680871135347,43.0444007017878,5.24175824175824
"3829",12577002,301,399,300,398,"SKYTOP RD",-76.1231974499476,43.0187650533499,1.08791208791209
"3830",12571960,401,441,400,442,"VALLEY DR",-76.1590587610709,43.0143113665636,2.27472527472527
"3831",12577580,701,799,700,798,"COMSTOCK AVE",-76.1300810190021,43.0393557606198,3.26373626373626
"3832",13006311,0,0,0,0,"ONONDAGA PARK DR",-76.1689930349301,43.0275757080156,2.76923076923077
"3833",12573200,301,399,300,398,"MCLENNAN AVE",-76.1520707533143,43.0273936815197,3.75824175824176
"3834",12576816,101,199,100,198,"HOPE AVE",-76.1524868466429,43.0238067256162,2.76923076923077
"3835",12577369,901,999,900,998,"S SALINA ST",-76.1502098655009,43.0391472360627,5.04395604395604
"3836",12577630,501,599,500,598,"GREENWOOD PL",-76.1213253477137,43.0391417464565,3.06593406593407
"3837",12573246,813,819,816,820,"BELLEVUE AVE",-76.1662633734533,43.0331573390221,4.05494505494505
"3838",13006094,0,0,0,0,"LOWER ONONDAGA PARK DR",-76.1617282260908,43.0291938693246,4.35164835164835
"3839",13006119,0,0,0,0,"ONONDAGA PARK DR",-76.1660596985026,43.0272345332767,2.96703296703297
"3840",12572150,801,899,714,898,"W COLVIN ST",-76.1538248441304,43.0234899046852,2.86813186813187
"3841",12578366,1301,1339,1300,1338,"WESTCOTT ST",-76.1181732530219,43.0279813336302,1.38461538461538
"3842",12576992,601,699,600,698,"THURBER ST",-76.1269824290002,43.0192335699903,1.38461538461538
"3843",12572098,401,499,400,498,"HUNT AVE",-76.1556412997886,43.0200647951158,2.67032967032967
"3844",12576925,101,199,100,198,"JEAN AVE",-76.1283797501353,43.0136649844026,1.28571428571429
"3845",12577020,1313,1499,1312,1498,"E COLVIN ST",-76.1236355694399,43.0218180018588,1.28571428571429
"3846",12577378,651,699,652,698,"S SALINA ST",-76.1509191011292,43.0412791183528,5.14285714285714
"3847",12572057,1501,1599,1500,1598,"W COLVIN ST",-76.16177284743,43.023051638116,2.47252747252747
"3848",13002077,101,199,100,198,"JERICHO DR",-76.1379326326229,43.0231411198733,2.27472527472527
"3849",13002508,333,339,332,338,"OAKWOOD AVE",-76.1454885535005,43.0366258456736,4.74725274725275
"3850",12572409,4751,4799,4750,4798,"ONONDAGA BLVD",-76.1874229834765,43.033492641874,1.78021978021978
"3851",12573256,801,831,800,830,"W ONONDAGA ST",-76.1646598360445,43.0355057071119,5.04395604395604
"3852",12576975,101,199,100,198,"HUGHES PL",-76.133453366198,43.0256928447831,1.97802197802198
"3853",12577493,201,269,200,268,"JAMESVILLE AVE",-76.1355925739284,43.026197501719,2.47252747252747
"3854",12576689,627,699,626,698,"BALLANTYNE RD",-76.1506715697108,43.0103666191722,2.27472527472527
"3855",12572041,101,199,100,198,"CHARMOUTH DR",-76.1626661075938,43.0212967367573,2.07692307692308
"3856",12573194,301,399,300,398,"W BORDEN AVE",-76.151742130388,43.0265229782592,3.46153846153846
"3857",12573291,245,283,244,298,"HOLLAND ST",-76.1634457490909,43.0379471687915,5.73626373626374
"3858",12573172,101,199,100,198,"W BISSELL ST",-76.1588785366438,43.0257985007,2.86813186813187
"3859",12573132,835,899,900,910,"ONONDAGA AVE",-76.1608533575869,43.0254146797949,2.76923076923077
"3860",13012969,1797,1799,1798,1798,"MIDLAND AVE",-76.1500234702336,43.0219675270326,3.06593406593407
"3861",12573063,1029,1099,1020,1054,"BELLEVUE AVE",-76.1706462732221,43.0329971710229,3.56043956043956
"3862",13002146,0,0,0,0,"LOWER ONONDAGA PARK DR",-76.1621867952996,43.0281249214797,3.85714285714286
"3863",12573075,101,199,100,198,"BRADLEY ST",-76.1720361986398,43.0365427905424,3.85714285714286
"3864",13012520,101,101,100,102,"SCOTTHOLM BLVD",-76.1120265947146,43.0447593294401,3.06593406593407
"3865",12577477,621,699,620,698,"E TAYLOR ST",-76.1414345152807,43.0395361745618,4.84615384615385
"3866",13002354,0,0,0,0,"BURNET PARK DRWY",-76.1866685663306,43.0419675613056,3.46153846153846
"3867",12572623,403,419,402,418,"SALISBURY RD",-76.1999653011649,43.0417727333534,1.28571428571429
"3868",13002145,0,0,0,0,"LOWER ONONDAGA PARK DR",-76.1617282260908,43.0291938693246,4.35164835164835
"3869",12577271,501,599,500,598,"OAKWOOD AVE",-76.1452519376994,43.0339136609425,4.05494505494505
"3870",12578479,201,205,204,298,"JEROME ST",-76.1174457287312,43.0336361014765,1.68131868131868
"3871",12577131,301,399,300,398,"SMALL RD",-76.1188692067683,43.0215154736944,0.791208791208791
"3872",12572948,117,295,120,294,"ROBINEAU RD",-76.17272969269,43.0272169167899,2.37362637362637
"3873",12573288,101,121,100,120,"SABINE ST",-76.1654263772831,43.0403307905733,5.73626373626374
"3874",12577516,101,199,0,0,"MEADOWBROOK DR",-76.1218384526581,43.0247859909073,1.28571428571429
"3875",12576997,0,0,150,188,"SKYTOP RD",-76.1238589088674,43.0207525827815,1.08791208791209
"3876",12572075,301,399,300,398,"BISHOP AVE",-76.1580190486118,43.0199452315291,2.47252747252747
"3877",12572005,301,331,300,398,"GLENWOOD AVE",-76.1654668317363,43.0198746816521,1.58241758241758
"3878",12577596,901,999,900,998,"ACKERMAN AVE",-76.1241765113057,43.0342310508428,2.17582417582418
"3879",13013133,0,0,1500,1502,"S GEDDES ST",-76.1754595194803,43.032827636737,3.36263736263736
"3880",12578457,201,249,200,248,"SHERBOURNE RD",-76.1100895573331,43.032053655921,1.38461538461538
"3881",12572896,401,425,400,498,"WOLCOTT AVE",-76.1827773778703,43.028987178777,1.58241758241758
"3882",12572316,201,299,200,298,"ETHEL ST",-76.1867384735378,43.0282562524416,1.18681318681319
"3883",13002157,121,125,120,124,"ONONDAGA PARK DR",-76.1649668622179,43.0257573748672,2.57142857142857
"3884",12573152,401,499,400,498,"ONONDAGA AVE",-76.1643415125867,43.0299183006676,3.95604395604396
"3885",13002162,161,169,160,168,"ONONDAGA PARK DR",-76.1671793907241,43.0236690432905,1.78021978021978
"3886",13020278,521,521,510,520,"W BRIGHTON AVE",-76.1541763997947,43.0193647505659,2.76923076923077
"3887",12571631,501,527,500,532,"WINKWORTH PKWY",-76.1984821792619,43.025453579083,0.791208791208791
"3888",12576832,201,299,200,298,"WARNER AVE",-76.1452832187761,43.0223722190171,3.06593406593407
"3889",12578397,601,699,600,698,"KENSINGTON RD",-76.1172870524151,43.0319477713827,1.58241758241758
"3890",12577257,201,259,200,254,"MARTIN LUTHER KING W",-76.1506670722516,43.0325635145143,3.85714285714286
"3891",12573041,101,199,100,198,"HERRIMAN ST",-76.1772487744384,43.0389536944852,4.15384615384615
"3892",12578447,901,999,900,998,"CRAWFORD AVE",-76.1107819404419,43.0310264251164,1.38461538461538
"3893",12571634,201,209,200,208,"ALTON ST",-76.1956813391393,43.0234081190446,0.692307692307692
"3894",12577348,1329,1339,1330,1338,"S STATE ST",-76.147062875298,43.0341928261408,4.25274725274725
"3895",12573221,601,699,600,698,"SOUTH AVE",-76.1588417667074,43.0334825807947,4.84615384615385
"3896",12577260,1401,1499,1400,1498,"S SALINA ST",-76.1488467387721,43.0330311335183,3.85714285714286
"3897",12578399,101,199,100,198,"DAKOTA ST",-76.1161126621973,43.032588811572,1.58241758241758
"3898",12572999,1501,1599,1500,1598,"W ONONDAGA ST",-76.1783146657398,43.0338212842573,2.76923076923077
"3899",12577311,0,0,500,598,"E COLVIN ST",-76.1391982736867,43.026196378681,2.47252747252747
"3900",12577394,201,235,200,234,"OAKWOOD AVE",-76.1456204544334,43.0383153033205,4.84615384615385
"3901",12577294,301,399,300,398,"BAKER AVE",-76.1433076467836,43.0282857299886,3.16483516483516
"3902",12578418,201,215,200,216,"CUMBERLAND PL",-76.1124651042423,43.0319704741202,1.38461538461538
"3903",12572893,101,199,100,198,"FAIRDALE AVE",-76.182661361686,43.0274512323625,1.38461538461538
"3904",12572090,503,519,500,506,"W NEWELL ST",-76.153502461103,43.0168423088681,2.57142857142857
"3905",12572925,501,509,500,508,"GRANT AVE",-76.1783890188978,43.0317543838375,2.27472527472527
"3906",12577249,1701,1723,1700,1798,"S STATE ST",-76.1444252572323,43.0281456216263,3.16483516483516
"3907",12577235,101,149,100,148,"W BEARD AVE",-76.1459872348277,43.0270132294957,3.16483516483516
"3908",13002151,171,181,170,180,"ONONDAGA PARK DR",-76.1686649791472,43.0234825239893,1.78021978021978
"3909",12571863,211,221,210,222,"HANCOCK DR",-76.1766630439331,43.0213863699981,1.08791208791209
"3910",12578504,923,999,922,998,"EUCLID AVE",-76.1177297887581,43.0368686431705,2.57142857142857
"3911",12573333,301,319,300,318,"CORTLAND AVE",-76.1520200273285,43.0338999087717,4.74725274725275
"3912",12577354,203,299,200,298,"E RAYNOR AVE",-76.1482769290291,43.0354484458434,5.14285714285714
"3913",12573290,201,215,200,216,"MERRIMAN AVE",-76.1638107813636,43.040401836241,5.63736263736264
"3914",12577730,101,131,100,130,"LIGHT CT",-76.1416467339847,43.041620525678,5.04395604395604
"3915",12577614,701,799,700,798,"LIVINGSTON AVE",-76.1270706418628,43.0380439023348,3.06593406593407
"3916",12577448,1301,1399,1300,1398,"S MCBRIDE ST",-76.1438040117118,43.0384001725825,4.54945054945055
"3917",12576877,2401,2499,2400,2498,"S STATE ST",-76.14169269402,43.0224110565402,2.96703296703297
"3918",12572984,101,109,100,108,"PAGE AVE",-76.172756961722,43.031767887619,3.36263736263736
"3919",12573165,401,499,400,498,"STERLING AVE",-76.1623367448662,43.0317126451939,4.54945054945055
"3920",12573166,201,299,200,298,"COOLIDGE AVE",-76.1635568784148,43.03327186988,4.45054945054945
"3921",12577244,1901,1999,1900,1998,"S SALINA ST",-76.1463897337502,43.0278715399803,3.16483516483516
"3922",12573159,457,465,456,464,"RICH ST",-76.1611119426431,43.030059600545,4.45054945054945
"3923",12576839,2301,2399,2300,2398,"S SALINA ST",-76.1449661401535,43.0248584718146,3.06593406593407
"3924",12572054,301,399,300,398,"PARKWAY DR",-76.1640492073824,43.0242278067123,2.07692307692308
"3925",13002159,133,141,132,140,"ONONDAGA PARK DR",-76.1649717850956,43.0250318755906,2.27472527472527
"3926",12571869,101,107,100,108,"ARDEN DR",-76.1729150052263,43.0212941208557,1.18681318681319
"3927",12572310,5249,5259,5248,5258,"VELASKO RD",-76.1852694159488,43.0253571219353,1.08791208791209
"3928",12571846,925,999,924,998,"GLENWOOD AVE",-76.1746292063914,43.0194507015265,0.989010989010989
"3929",12572989,101,155,100,154,"HUBBELL AVE",-76.1706462732221,43.0329971710229,3.56043956043956
"3930",13002178,501,689,500,688,"CRADDOCK ST",-76.1623421000726,43.0194283360899,1.97802197802198
"3931",12576991,201,299,200,298,"ROE AVE",-76.1247048464772,43.019322649739,1.18681318681319
"3932",12573067,1001,1005,970,978,"BELLEVUE AVE",-76.1693872247054,43.0330491825885,3.56043956043956
"3933",12573068,501,599,500,598,"DUDLEY ST",-76.1699680686937,43.0341207400654,3.85714285714286
"3934",12576875,2501,2599,2500,2598,"S STATE ST",-76.1412483649761,43.0215004310458,2.86813186813187
"3935",12573184,401,499,400,498,"W KENNEDY ST",-76.1580677006777,43.0280132595939,3.65934065934066
"3936",13028482,451,499,450,498,"MARTIN LUTHER KING E",-76.1433946878549,43.0343712909965,3.75824175824176
"3937",12577428,127,199,126,198,"FINEVIEW PL",-76.141705542212,43.0357928285631,3.95604395604396
"3938",12573035,201,299,200,298,"HERRIMAN ST",-76.17717044731,43.0378195113082,3.75824175824176
"3939",12572922,801,819,800,820,"STOLP AVE",-76.1768253308792,43.0300063580747,2.47252747252747
"3940",12572026,401,499,400,498,"CHARMOUTH DR",-76.1680159612574,43.0212206538174,1.38461538461538
"3941",12573215,601,699,600,698,"MARTIN LUTHER KING W",-76.1574742255604,43.0308433894861,4.64835164835165
"3942",13002165,187,189,186,188,"ONONDAGA PARK DR",-76.1702180892335,43.0270459491381,2.37362637362637
"3943",12577609,101,199,100,198,"WESTMINSTER AVE",-76.1213714776814,43.0349665224533,2.27472527472527
"3944",13006931,135,199,134,198,"CIRCLE RD",-76.1278633261588,43.0306165640995,2.57142857142857
"3945",12573222,301,399,300,398,"HOVEY ST",-76.1575307369746,43.0313644689099,4.64835164835165
"3946",12573219,701,759,700,758,"SOUTH AVE",-76.1587806711096,43.0318533126621,4.74725274725275
"3947",12578405,1001,1011,1000,1098,"BROAD ST",-76.113502309815,43.0306492091515,1.48351648351648
"3948",13017196,1505,1599,1504,1598,"S GEDDES ST",-76.1753815689219,43.0323590726154,3.16483516483516
"3949",12578385,501,599,500,598,"BROAD ST",-76.119794396447,43.0303541379458,1.48351648351648
"3950",12578541,501,599,500,598,"CRAWFORD AVE",-76.1085742071571,43.0365134648471,1.48351648351648
"3951",12573050,1303,1399,1300,1398,"S GEDDES ST",-76.1743608690948,43.0350232618934,3.65934065934066
"3952",13022413,1751,1799,1750,1798,"W ONONDAGA ST",-76.1849717967333,43.0335816146245,2.07692307692308
"3953",13002122,201,213,200,212,"HIGHRIDGE DR",-76.198617861582,43.0271200599514,0.791208791208791
"3954",13020282,499,499,498,498,"RICH ST",-76.1609762735764,43.0297721828413,4.54945054945055
"3955",12573202,301,399,300,330,"KIRK AVE",-76.1524147452593,43.0283083425632,3.75824175824176
"3956",12576837,101,299,100,298,"WEBSTER AVE",-76.1464053574549,43.0252378236086,3.16483516483516
"3957",13002124,115,115,114,114,"ROCKWOOD PL",-76.1982284243558,43.022855110407,0.593406593406593
"3958",12572030,1801,1899,1800,1898,"W COLVIN ST",-76.166885216109,43.022718727619,1.78021978021978
"3959",12577288,201,299,200,298,"ELIZABETH ST",-76.1418269247775,43.0267532901727,2.86813186813187
"3960",12577324,101,195,100,194,"GARFIELD AVE",-76.1426645328335,43.0307818994357,3.46153846153846
"3961",12572941,601,699,600,698,"STINARD AVE",-76.1737933968312,43.0278606177677,2.67032967032967
"3962",12572125,1101,1199,1100,1198,"W COLVIN ST",-76.1569049536822,43.0231477921087,2.86813186813187
"3963",12572118,1301,1399,1300,1398,"W COLVIN ST",-76.1592789329011,43.0232312205014,2.47252747252747
"3964",12573001,325,399,324,398,"HOEFLER ST",-76.179558669677,43.0346924518314,2.76923076923077
"3965",12576976,101,199,100,198,"BOISE DR",-76.1321987219373,43.0243698898743,1.78021978021978
"3966",12578420,101,137,100,136,"NOTTINGHAM RD",-76.1117676603158,43.0322938124934,1.38461538461538
"3967",12572993,101,199,100,198,"KANDACE ST",-76.1825840361169,43.0336682339035,2.27472527472527
"3968",13002408,8407,8423,8406,8422,"SB I 81",-76.1430049172992,43.0347722758069,3.65934065934066
"3969",12577140,2101,2199,2100,2198,"E COLVIN ST",-76.1131568352961,43.0223356808616,0.692307692307692
"3970",12577323,301,399,300,398,"WOODLAND AVE",-76.1424059347386,43.029697155049,3.56043956043956
"3971",13002101,197,199,196,198,"GARFIELD AVE",-76.1424347691111,43.0298469930266,3.56043956043956
"3972",12573233,401,499,400,498,"MARTIN LUTHER KING W",-76.1539950743055,43.0317458122823,3.85714285714286
"3973",12578490,601,699,600,698,"FELLOWS AVE",-76.115002128355,43.0347972895532,1.97802197802198
"3974",13001435,233,299,234,298,"TAFT AVE",-76.1148022153305,43.073747556152,2.37362637362637
"3975",12577825,201,229,200,228,"E WASHINGTON ST",-76.1507727336364,43.0495761609668,8.10989010989011
"3976",12578561,201,299,200,298,"CRAWFORD AVE",-76.1106721076571,43.0412103809742,2.67032967032967
"3977",12573231,401,497,400,496,"CORTLAND AVE",-76.1538397020578,43.0314184544448,3.95604395604396
"3978",12573044,1407,1499,1406,1498,"S GEDDES ST",-76.1748867315241,43.0336612462377,3.36263736263736
"3979",12576883,2201,2299,2200,2298,"S STATE ST",-76.1425024133451,43.0241165881266,2.76923076923077
"3980",12577149,505,565,500,566,"NOTTINGHAM RD",-76.111275525037,43.0258772251334,0.989010989010989
"3981",13011484,107,107,106,106,"ALTON ST",-76.19526428847,43.0234381739737,0.692307692307692
"3982",12571636,203,207,202,208,"WESTWOOD RD",-76.196169440796,43.0247978446874,0.791208791208791
"3983",12573235,607,655,604,640,"MIDLAND AVE",-76.154552136933,43.0329126260453,4.05494505494505
"3984",12573208,101,199,100,198,"MARGINAL ST",-76.1599374993826,43.0302728757629,4.64835164835165
"3985",12576817,1801,1829,1800,1832,"MIDLAND AVE",-76.1499708492128,43.0218344811625,3.06593406593407
"3986",12577414,201,299,200,298,"LEON ST",-76.143936066623,43.034240285627,3.85714285714286
"3987",12576791,2201,2221,2200,2220,"MIDLAND AVE",-76.1485827263315,43.0181558074036,2.76923076923077
"3988",12577247,101,105,100,104,"E BEARD AVE",-76.1459872348277,43.0270132294957,3.16483516483516
"3989",12577234,201,299,200,298,"W COLVIN ST",-76.1464053574549,43.0252378236086,3.16483516483516
"3990",12572987,201,219,200,218,"GRANDVIEW AVE",-76.1719930659482,43.0315141491121,3.36263736263736
"3991",12572986,121,125,146,148,"ROBERTS AVE",-76.1720048222863,43.0317489358113,3.36263736263736
"3992",12576867,101,199,100,198,"THURBER ST",-76.137795165934,43.0176466021447,1.97802197802198
"3993",12572416,1001,1005,1000,1004,"GRAND AVE",-76.1881290273517,43.0364267804357,2.57142857142857
"3994",12578660,2201,2205,2200,2206,"EUCLID AVE",-76.0978551303113,43.0379177770445,0.395604395604396
"3995",12577261,1701,1799,1700,1798,"S SALINA ST",-76.1472262589523,43.029630120777,3.56043956043956
"3996",12576812,145,175,142,176,"W BRIGHTON AVE",-76.1447805626511,43.020492667137,3.16483516483516
"3997",12577349,201,221,200,218,"MARTIN LUTHER KING E",-76.1469773584978,43.0334877418081,4.15384615384615
"3998",12576917,101,199,100,198,"DIANA AVE",-76.1285380199466,43.0154578086667,1.58241758241758
"3999",12573308,227,299,220,298,"BELLEVUE AVE",-76.1576316671409,43.033534341116,4.74725274725275
"4000",12573264,401,499,400,498,"BELLEVUE AVE",-76.1600661670633,43.0334250305205,4.54945054945055
"4001",13002073,201,269,200,274,"ROBERT DR",-76.1323693371198,43.0266716432982,2.07692307692308
"4002",12577539,101,199,100,198,"KENSINGTON RD",-76.1239746077313,43.0320805585783,1.87912087912088
"4003",12577114,401,499,400,498,"CHINOOK DR",-76.1198490490261,43.0177109402137,0.791208791208791
"4004",12577518,0,0,200,298,"MEADOWBROOK DR",-76.1205814613016,43.0248752414841,1.08791208791209
"4005",12577517,479,499,478,498,"BUCKINGHAM AVE",-76.1205814613016,43.0248752414841,1.08791208791209
"4006",12577520,201,215,200,216,"HAFFENDEN RD",-76.1231928893361,43.027487470898,1.58241758241758
"4007",12577364,101,199,100,198,"ROSE AVE",-76.1454885535005,43.0366258456736,4.74725274725275
"4008",12572971,201,217,200,218,"GRANT AVE",-76.1740802527833,43.0319098791739,3.26373626373626
"4009",12571919,2201,2299,2200,2298,"SOUTH AVE",-76.1633813944965,43.0160997553144,1.28571428571429
"4010",12577598,501,599,500,598,"STRATFORD ST",-76.1241765113057,43.0342310508428,2.17582417582418
"4011",13002079,101,125,100,124,"CLIFFSIDE DR",-76.1373428286287,43.0225742713644,2.17582417582418
"4012",13006111,0,0,0,0,"ONONDAGA PARK DR",-76.1708215372682,43.026944465991,2.37362637362637
"4013",12573149,201,219,200,218,"ONONDAGA AVE",-76.1647761376186,43.0332171948758,4.25274725274725
"4014",12577276,1901,1999,1832,1998,"S STATE ST",-76.1436775561512,43.0265801603354,2.86813186813187
"4015",12576998,101,139,100,138,"SMALL RD",-76.1234001245863,43.020484729272,1.08791208791209
"4016",12573232,901,999,900,998,"MIDLAND AVE",-76.1534064297746,43.030519033958,3.85714285714286
"4017",12577526,1201,1219,1200,1220,"LANCASTER AVE",-76.1221655735624,43.0285513926195,1.58241758241758
"4018",12578403,1201,1299,1200,1298,"WESTMORELAND AVE",-76.1138876919703,43.0306291814669,1.48351648351648
"4019",12576972,201,219,200,218,"VINCENT ST",-76.1328531443336,43.0212826759043,1.87912087912088
"4020",12576790,2301,2399,2300,2398,"MIDLAND AVE",-76.1482793965545,43.0173712462603,2.67032967032967
"4021",12576819,301,375,300,378,"WARNER AVE",-76.1466388794696,43.0223022439133,2.96703296703297
"4022",13006109,0,0,0,0,"ONONDAGA PARK DR",-76.171002895002,43.0269166941433,2.37362637362637
"4023",12572940,0,0,102,114,"ALANSON RD",-76.1727330449534,43.0269983790879,2.17582417582418
"4024",12572939,201,201,0,0,"TWIN HILLS DR",-76.1736272702403,43.0256498231808,1.97802197802198
"4025",12573002,401,499,400,498,"ARTHUR ST",-76.1771104760893,43.0338640108173,2.96703296703297
"4026",12578416,801,823,0,0,"MEADOWBROOK DR",-76.1135879857236,43.0317778531003,1.48351648351648
"4027",12577231,301,309,300,308,"LANDON AVE",-76.148842165952,43.0282070447605,3.75824175824176
"4028",12573275,201,299,200,298,"GRACE ST",-76.1661653183259,43.0385118981051,5.34065934065934
"4029",12572942,101,101,100,100,"ALANSON RD",-76.17272969269,43.0272169167899,2.37362637362637
"4030",12572035,101,119,100,120,"ARLINGTON AVE",-76.1671793907241,43.0236690432905,1.78021978021978
"4031",12572904,127,199,126,198,"VIEAU DR",-76.1839718665438,43.0306700172231,1.78021978021978
"4032",12571947,101,199,100,198,"EMPIRE AVE",-76.1536741939369,43.0109015576823,2.27472527472527
"4033",13006117,0,0,0,0,"ONONDAGA PARK DR",-76.1654491765111,43.025793268735,2.37362637362637
"4034",12572909,1101,1121,1100,1120,"STOLP AVE",-76.1805748109472,43.0298722784121,1.87912087912088
"4035",12572914,101,199,100,198,"REED AVE",-76.1817582731352,43.0326053075645,2.17582417582418
"4036",12572931,601,607,600,608,"ARTHUR ST",-76.1769596932885,43.0318069438061,2.76923076923077
"4037",13020283,767,767,766,766,"SOUTH AVE",-76.1587122682082,43.0307816955296,4.74725274725275
"4038",12573141,101,199,100,198,"BEVERLY RD",-76.1677072836414,43.0303404242047,3.65934065934066
"4039",12572328,101,299,100,298,"AUSTIN AVE",-76.1884083893606,43.0312903128834,1.18681318681319
"4040",12573146,101,199,100,198,"RUSKIN AVE",-76.1661661524179,43.0317204806722,4.15384615384615
"4041",12573259,701,799,700,798,"BELLEVUE AVE",-76.1635568784148,43.03327186988,4.45054945054945
"4042",12577594,201,299,200,298,"STRATFORD ST",-76.1279572638961,43.0340480783932,2.47252747252747
"4043",12573209,701,799,700,798,"MARTIN LUTHER KING W",-76.1586180412554,43.0304585522443,4.54945054945055
"4044",12578743,101,107,100,106,"BRADFORD PKWY",-76.1068933373943,43.0430167510402,2.47252747252747
"4045",12578728,401,499,0,0,"SCOTTHOLM BLVD",-76.1079348749909,43.041894135303,2.47252747252747
"4046",12573129,101,199,100,198,"ELOISE TER",-76.1619532809192,43.0259915888465,2.96703296703297
"4047",12573022,701,999,700,998,"GRAND AVE",-76.1822068404009,43.0382723106142,3.06593406593407
"4048",12571881,791,799,790,800,"STINARD AVE",-76.1725373948171,43.0210170001175,1.08791208791209
"4049",12576894,101,103,0,0,"RONEY LN",-76.1354066427463,43.0214239824857,1.87912087912088
"4050",12578644,101,199,100,198,"WOODSIDE DR",-76.1013229765106,43.0356402658694,0.89010989010989
"4051",12577273,127,199,120,198,"E COLVIN ST",-76.1444700685125,43.0257905199641,3.06593406593407
"4052",12578395,601,621,0,0,"MEADOWBROOK DR",-76.1159557427005,43.0305347810564,1.48351648351648
"4053",12577542,213,299,212,298,"BROAD ST",-76.1225722832206,43.0302106721503,1.48351648351648
"4054",12573354,301,383,300,370,"MIDLAND AVE",-76.1560584381237,43.0383539224736,5.83516483516483
"4055",12573213,519,599,522,598,"CORTLAND AVE",-76.1567424262437,43.0294111107765,3.95604395604396
"4056",12573212,801,897,800,896,"SOUTH AVE",-76.1586180412554,43.0304585522443,4.54945054945055
"4057",12572083,1601,1699,1600,1698,"ONONDAGA CREEK BLVD",-76.1554404719019,43.0179536103278,2.67032967032967
"4058",12577551,101,199,100,198,"KENSINGTON PL",-76.1198580523525,43.0316036665085,1.48351648351648
"4059",12572985,101,109,100,108,"WILL AVE",-76.172756961722,43.031767887619,3.36263736263736
"4060",12579378,3901,3949,3900,3948,"E GENESEE ST",-76.080264508996,43.0391386027548,0.395604395604396
"4061",12572036,1701,1799,1700,1798,"W COLVIN ST",-76.1656639674486,43.0227679167226,1.78021978021978
"4062",12572965,301,335,300,334,"GRANT AVE",-76.1753620441943,43.0318623166245,3.06593406593407
"4063",12577329,601,699,600,698,"OAKWOOD AVE",-76.1441198868712,43.0314528834876,3.75824175824176
"4064",12578388,801,899,800,898,"BROAD ST",-76.115768336307,43.0305449479732,1.48351648351648
"4065",13002065,1,3,2,4,"DAYBREAK LN",-76.1284985452096,43.0221622704687,1.87912087912088
"4066",12577121,291,299,290,298,"SLOCUM DR",-76.1163213946469,43.0197589827443,0.791208791208791
"4067",12571906,401,499,400,498,"LYNCH AVE",-76.167770349385,43.0146111464657,0.989010989010989
"4068",12577232,201,205,200,206,"LANDON AVE",-76.149275749946,43.0291059361403,3.65934065934066
"4069",12578404,915,919,914,918,"BROAD ST",-76.1138876919703,43.0306291814669,1.48351648351648
"4070",12573247,0,0,100,102,"SUMMIT AVE",-76.1662633734533,43.0331573390221,4.05494505494505
"4071",12573196,401,467,332,466,"KIRK AVE",-76.1536467073783,43.0279955864766,3.65934065934066
"4072",12572085,591,599,590,598,"HUNT AVE",-76.1554755514012,43.0183526834404,2.67032967032967
"4073",12571808,2525,2599,2536,2598,"SOUTH AVE",-76.1676894198974,43.0116280160388,1.08791208791209
"4074",12571807,101,199,100,198,"MITCHELL AVE",-76.1696128699621,43.0103739788942,0.89010989010989
"4075",12578425,901,903,0,0,"MEADOWBROOK DR",-76.1118311428832,43.0325188103186,1.38461538461538
"4076",12573261,101,199,100,198,"COOLIDGE AVE",-76.1637476813481,43.0354628627981,5.14285714285714
"4077",12572120,1201,1299,1200,1298,"W COLVIN ST",-76.1580776762383,43.0231312291275,2.76923076923077
"4078",12576540,101,153,100,152,"LYNN CIR",-76.1376452962882,42.9936934513492,1.08791208791209
"4079",13012239,331,399,332,398,"PLYMOUTH DR",-76.0992559369105,43.0645515288275,2.47252747252747
"4080",13006926,101,199,100,198,"INVERNESS PL",-76.1957318740172,43.030634537296,0.692307692307692
"4081",12573143,101,133,100,136,"STOLP AVE",-76.1660706170762,43.0303972423477,3.85714285714286
"4082",13013130,771,799,770,798,"W ONONDAGA ST",-76.1642945101066,43.0354834577884,5.04395604395604
"4083",12577280,501,599,500,598,"GARFIELD AVE",-76.1413422443482,43.0261758907158,2.86813186813187
"4084",12572954,301,399,300,398,"CROSSETT ST",-76.1690160201568,43.0279487347568,2.86813186813187
"4085",12572921,301,329,300,328,"DUANE ST",-76.17833173352,43.0308668813631,2.07692307692308
"4086",12573154,129,199,128,198,"CHENEY ST",-76.1634183900715,43.0299538059758,4.05494505494505
"4087",12573121,201,299,200,298,"CROSSETT ST",-76.1675291388753,43.0278479993243,2.96703296703297
"4088",12577014,101,149,100,148,"SKYTOP RD",-76.1236355694399,43.0218180018588,1.28571428571429
